Permit_Number,Owner_Name,Operating_Name,Street,City,Prem_Zip,Prem_County,New_Permit_Flag
OR-W-21269,RIBERA VINEYARDS LLC,,14000 NE QUARRY RD,NEWBERG,97132,YAMHILL,0
OR-W-21270,PERKINS & HARTER LLC,Perkins Harter,111 5TH ST,AMITY,97101,YAMHILL,0
OR-W-21271,PORTLAND COOLERS LLC,Portland Sangria,1416 SE STARK ST UNIT 1,PORTLAND,97214,MULTNOMAH,0
OR-W-21272,NATIVE CIDER LLC,Son of Man,160 NE HERMAN CREEK LN STE 102,CASCADE LOCKS,97014,HOOD RIVER,0
OR-W-21273,"PACIFIC RIM WINEMAKERS, INC.",Pacific Rim Winemakers,2200 W PACIFIC HWY,RICKREALL,97371,POLK,0
OR-W-21274,"MIRACLES VINTNERS, LLC",Mustard Seed Cellars,1140 UMPQUA COLLEGE RD,ROSEBURG,97470,DOUGLAS,0
OR-W-21275,WILLIAMSON ROAD FARM LLC,Carson Phillips,19980 NE RIBBON RIDGE RD,NEWBERG,97132,YAMHILL,0
OR-W-21276,KNOX W FARM LLC,Audeant Wines,32230 NE OLD PARRETT MOUNTAIN RD,NEWBERG,97132,YAMHILL,0
OR-W-21278,"TRUE STORY WINES, LLC",True Story Wines,14665 SW WINERY LN,BEAVERTON,97007,WASHINGTON,0
OR-W-21279,B C MARKETING CONCEPTS INC.,Full Sail Brewing Company,506 COLUMBIA ST,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21280,OAK FLAT VINEYARDS LLC,,1704 SE 54TH AVE,PORLTAND,97215,,0
OR-W-21281,"ALLAN SAUL VINEYARDS, LLC",Andante Vineyard,3855 MORRIS ROAD,DALLAS,97338,POLK,0
OR-W-21282,DUNDEE HILLS WINE LIBRARY LLC,Dundee Hills Wine Library,20420 NE SUNNYCREST RD,NEWBERG,97132,YAMHILL COUNTY,0
OR-W-21283,ROSE AND FERN CELLARS LLC,Rose and Fern Cellars,2515 NE ORCHARD AVE UNIT 3,MCMINNVILLE,97128,,0
OR-W-21284,"ZENITH VINEYARD, LLC",Zenith Vineyard,5657 ZENA RD NW,SALEM,97304,POLK,0
OR-W-21286,GROSSEN PEACHES LLC,,23678 NW GROSSEN DR,HILLSBORO,97124,WASHINGTON COUNTY,0
OR-W-21288,KITZKE CELLARS LLC,Upsidedown Wine,311 OAK ST,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21289,MITRA LLC,,33400 SW LAUREL RD,HILLSBORO,97123,WASHINGTON,0
OR-W-21290,CRAIG A  MCCURDY,McCurdy Farms,2080 TUCKER RD. HWY,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21291,AARON FAMILY WINERY LLC,,394 NEWBRIDGE RD,GLIDE,97443,DOUGLAS,0
OR-W-21292,NEWBERG MAIL ROOM INC.,RikkiR Wines,501 N HOWARD ST UNIT A & B,NEWBERG,97132,YAMHILL,0
OR-W-21293,"DRUTHERS WINE, LLC",Pray Tell,818 SE 1ST ST,MCMINNVILLE,97128,YAMHILL,0
OR-W-21294,HUNDRED SUNS WINE LLC,Hundred Suns Wine,"1445 NE MILLER ST BLDG D, STE 1",MCMINNVILLE,97128,,0
OR-W-21295,STEAMWORKS MEADERY LLC,Steamworks Meadery,4149 S PACIFIC HIGHWAY UNIT 545,MEDFORD,97501,,0
OR-W-21296,THE PUNCH HOUSE LLC,The Punch House,9115 BLACKWELL RD,CENTRAL POINT,97502,JACKSON,0
OR-W-21297,"EHREN JORDAN WINE CELLARS, LLC",Ehren Jordan Wine Cellars,5657 ZENA RD NW,SALEM,97308,,0
OR-W-21298,"WHITE ESTATE WINERY, LLC",Troon Vineyard,1475 KUBLI RD,GRANTS PASS,97527,,0
OR-W-21299,COLTON WINERY  LLC,,19978 S 211 HWY,COLTON,97017,CLACKAMAS,0
OR-W-21300,"RESONANCE WINES, LLC",Resonance Wines,12050 NW MEADOW LAKE RD,CARLTON,97111,YAMHILL,0
OR-W-21303,"COVENTINA VINEYARDS, LLC",,175 QUAIL LN,GRANTS PASS,97532,JOSEPHINE,0
OR-W-21305,"ROSS VENTURES, LLC",Rossini Winery,2005 SE 8TH AVE,PORTLAND,97214,MULTNOMAH,0
OR-W-21306,AVID WINE LLC,Avidity Wines,33174 NE HAUGEN RD,NEWBERG,97132,YAMHILL COUNTY,0
OR-W-21307,MICHAEL D LICHENWALTER,Lichtenwalter Vineyard and Winery,17895 NE RIBBON RIDGE RD,NEWBERG,97132,YAMHILL,0
OR-W-21308,GRANVILLE WINES LLC,Granville Wine,10464 NE JORY LN,DUNDEE,97115,YAMHILL,0
OR-W-21311,"CHATEAU LECOEUR, LLC",Chateau Le Coeur,34567 SW FIRDALE RD,CORNELIUS,97113,WASHINGTON,0
OR-W-21312,SHADOWBUCK FARM L.L.C.,Deere Run Winery,5985 MASON RD,THE DALLES,97058,WASCO,0
OR-W-21313,BLACK GOAT WINERY LLC,Black Goat Winery,1829 NW KESLEY LN,TERREBONNE,97760,DESCHUTES,0
OR-W-21314,TRINACRIA LLC,Ardiri Winery and Vineyards,35040 SW UNGER RD,CORNELIUS,97113,WASHINGTON,0
OR-W-21317,DOUBLEBACK OREGON LLC,Doubleback Winery,83880 HIGHWAY 339,MILTON FREEWATER,97862,UMATILLA,0
OR-W-21318,REMOTION LLC,Remotion,970 OLD STAGE RD,CENTRAL POINT,97502,JACKSON,0
OR-W-21319,EUNICE CHIWESHE GOLDSTEIN WINERY LLC,Eunice Chiweshe Goldstein Winery,1052 COMMERCIAL ST,ASTORIA,97103,CLATSOP,0
OR-W-21320,CROOKED ROOTS BREWING LLC,,420 N MAIN ST,PRINEVILLE,97754,,0
OR-W-21321,"OCELLI CELLARS, LLC",Ocelli Cellars,14000 NE QUARRY RD,NEWBERG,97132,YAMHILL,0
OR-W-21322,FLANEUR WINES LLC,,100 E WASHINGTON ST,CARLTON,97111,YAMHILL,0
OR-W-21325,ANDREW AASEN,,10 KEYSER CIR STE,CHILOQUIN,97624,,0
OR-W-21326,"BAILEY HILL VENTURES, LLC",Civic Winery & Wines,1115 OAK ALLEY,EUGENE,97401,LANE,0
OR-W-21327,"PROJECT M PRODUCTIONS, LLC",Project M Productions,801 N SCOTT ST,CARLTON,97111,,0
OR-W-21328,"RR WINERY, LLC",RR Wines,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21329,"BLIZZARD WINES, LLC",Blizzard Wines,29495 SW BURKHALTER RD,HILLSBORO,97123,WASHINGTON,0
OR-W-21330,KELERI VINEYARD LLC,Keleri Vineyard,28385 NE BELL RD,NEWBERG,97132,YAMHILL,0
OR-W-21332,VISTA GRANDE LLC,,21550 SW HILLSBORO HWY,NEWBERG,97132,WASHINGTON,0
OR-W-21333,VARNUM VINTNERS LLC,Varnum Vintners,9500 SE EOLA HILLS RD,AMITY,97101,YAMHILL,0
OR-W-21334,"STONE WOLF VINEYARDS, LLC",Duck Pond Cellars,23145 HIGHWAY 99W,DUNDEE,97115,YAMHILL,0
OR-W-21335,"STAVE & STONE, LLC",Stave & Stone Winery,3827 FLETCHER DR,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21336,PARDIS WINERY LLC,PARDIS WINERY,13005 JERUSALEM HILL RD NW,SALEM,97304,YAMHILL,0
OR-W-21337,"PORTLAND WINE CO, LLC",Portland Wine Company,3201 SE 50TH AVE,PORTLAND,97206,MULTNOMAH,0
OR-W-21338,"SEA MIST WINERY, LLC",,86670 CROFT LAKE LN,BANDON,97411,COOS,0
OR-W-21339,"TIPSYPOP, INC",Tipsypop,715 NE LAURELHURST PL,PORTLAND,97232,MULTNOMAH,0
OR-W-21340,"DOMAINE NICOLAS JAY, LLC",Domaine Nicolas Jay,11905 NE DUDLEY RD,NEWBERG,97132,YAMHILL,0
OR-W-21341,BULKHEAD LLC,Coopers Hall,35803 S HIGHWAY 213,MOLALLA,97038,CLACKAMAS,0
OR-W-21343,STICK FIGURINE LLC,Stick Figurine Wine,2245 SE 72ND AVE,PORTLAND,97215,MULTNOMAH,0
OR-W-21344,"RAIN BARREL CIDERWORKS, LLC",,2995 BAKER ST,BAKER CITY,97814,BAKER,0
OR-W-21346,"HOLOCENE WINES, LLC",Holocene Wines,16860 SW PINOT PLACE ST,HILLSBORO,97123,,0
OR-W-21347,"GRAND REVE VINTNERS, LLC",Force Majeure Vineyards,52274 PLEASANT VIEW RD,MILTON FREEWATER,97862,UMITILA,0
OR-W-21348,NORMCK LLC,Norris Wines,18285 NE RIBBON RIDGE RD,NEWBERG,97132,YAMHILL COUNTY,0
OR-W-21349,JASON BRYCE DARROW,Tapestry Vineyard,330 CROWSON RD,ASHLAND,97520,JACKSON,0
OR-W-21350,KNOSTMAN FAMILY WINERY LLC,,213 INDEPENDENCE LN,ROSEBUG,97471,,0
OR-W-21351,MERAVIGLIOSO WINERY LLC,,19740 NE SUNNYCREST RD,NEWBERG,97132,YAMHILL,0
OR-W-21352,"NEIGHBOR DUDES, LLC",,405 N OLSON RD,BOARDMAN,97818,MORROW,0
OR-W-21353,"BOTTLE & PRESS, LLC",Straightaway,10490 SW MANHASSET DR,TUALATIN,97062,WASHINGTON,0
OR-W-21354,FARADAYGOLDSTEIN LLC,,220 FIR ST UNIT B,LA GRANDE,97850,UNION,0
OR-W-21355,BORING CIDER COMPANY LLC,Boring Cider Company LLC,17020 RUBEN LN STE B,SANDY,97055,CLACKAMAS,0
OR-W-21356,"PAIGE WINES, LLC",Paige Wines,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21357,"RK SHORT & ASSOCIATES, INC.",Tesoaria Vineyard & Winery,707 HESS LN,ROSEBURG,97471,DOUGLAS,0
OR-W-21358,DUCLEAUX LLC,Ducleaux Cellars,54211 TURBYNE RD,MILTON-FREEWATER,97862,UMATILLA,0
OR-W-21359,TANDEM HILLS VINEYARD LLC,,3220 UPPER DR,LAKE OSWEGO,97035,CLACKAMAS,0
OR-W-21360,VOLCANIC WINERY LLC,Volcanic Winery,1459 DEPOT RD,MALIN,97632,KLAMATH,0
OR-W-21361,GENERATIONS APART DISTILLING LLC,Generations Apart Distilling,7689 SUNNYBROOK LN SE,SALEM,97306,,0
OR-W-21362,"SCOTCH CHURCH ROAD VINEYARDS, LLC",Scotch Church Road Vineyard,30125 NW SCOTCH CHURCH RD,HILLSBORO,97124,WASHINGTON,0
OR-W-21364,OREGON ROCKS WONDERFUL WINE COMPANY LLC,Watermill Winery,235 E BROADWAY AVE,MILTON-FREEWATER,97862,UMATILLA,0
OR-W-21365,THE ROCKS WINE AND CIDER STUDIO LLC,Flying Blue,235 E BROADWAY AVE,MILTON-FREEWATER,97862,UMATILLA,0
OR-W-21366,"COOPER MOUNTAIN WINERY, LLC",,20121 SW LEONARDO LN,BEAVERTON,97007,WASHINGTON,0
OR-W-21367,BRICKWALL CIDER CO.,BRICKWALL CIDER,402 BEAVERCREEK RD STE 113,OREGON CITY,97045,CLACKAMAS,0
OR-W-21369,"BACKSTAY WINE COMPANY, LLC",Backstay Wine Co.,6685 MERIDIAN ROAD NE,SILVERTON,97381,,0
OR-W-21370,"CASA LUNA VINEYARD & WINERY, LLC",Casa Luna Vineyard & Wiinery LLC,16940 GREENTREE AVE,LAKE OSWEGO,97034,CLACKAMAS,0
OR-W-21371,"HAYWORTH ESTATE WINES, LLC",Hayworth Estate Wines,92075 POWERLINE RD,EUGENE,97408,LANE,0
OR-W-21373,"NEHER FAMILY WINES, LLC",Neher Family Wines,85301 HIGHWAY 11,MILTON FREEWATER,97862,UMATILLA,0
OR-W-21374,CROOKED BARN VINEYARDS LLC,Crooked Barn Vineyards,14430 HIGHWAY 238,APPLEGATE,97530,JACKSON,0
OR-W-21375,MATERO OPERATING CO. LLC,Arenness Cellars,2303 B NORTH HARDING AVE,PORTLAND,97227,MULTNOMAH,0
OR-W-21376,TRESSLER VINEYARD LLC,Tressler,13500 NE ELLENEASE AVE,NEWBERG,97132,YAMHILL,0
OR-W-21377,"UTOPIA WINES, LLC",Utopia Wines,19980 NE RIBBON RIDGE RD NE,NEWBERG,97132,YAMHILL,0
OR-W-21378,"SANDAN, LLC",,10501 NE ABBEY RD,CARLTON,97111,YAMHILL,0
OR-W-21379,ROASTED SLOPES LLC,Pazzo Collina,890 MISTY OAK LN,OAKLAND,97462,DOUGLAS,0
OR-W-21380,"DESCHUTES BREWERY, INC.","DESCHUTES BREWERY, INC",901 SW SIMPSON AVE,BEND,97702,DESCHUTES,0
OR-W-21382,MARCOTTE DISTILLING COMPANY,Marcotte Distilling Company,1732 S MAIN ST,PHILOMATH,97370,,0
OR-W-21383,BLUE TRUCK VINEYARD AND WINERY LLC,Holden Wine Company,22085 FINN RD,SHERIDAN,97378,POLK,0
OR-W-21384,PAPINEAU LLC,Rotie Cellars,84328 TRUMBULL LN,MILTON FREEWATER,97862,UMATILLA,0
OR-W-21385,BENZA VINEYARDS LLC,Benza Vineyards,16860 SW PINOT PL,HILLSBORO,97123,,0
OR-W-21386,PORTLAND CIDER COMPANY LLC,Portland Cider Company,8925 SE JANNSEN RD,CLACKAMAS,97015,CLACKAMAS,0
OR-W-21387,SD WINES LLC,SoDown Wine Co.,255 MADISON ST,EUGENE,97402,LANE,0
OR-W-21388,J. CHRISTOPHER WINES INC,J.C. Somers Vintner,6580 NE MINERAL SPRINGS RD NE BLDG,CARLTON,97111,YAMHILL,0
OR-W-21389,BEND CIDER CO. LLC,,64649 WHARTON AVE,BEND,97703,DESCHUTES,0
OR-W-21390,"PADRE PROPERTIES, LLC",Padre Properties,13511 N APPLEGATE,GRANTS PASS,97527,,0
OR-W-21391,BARNELLO WINERY LLC,,21620 SW STAFFORD RD,TUALATIN,97062,CLACKAMAS,0
OR-W-21392,CARPENTER CREEK WINERY LLC,,47266 SW CARPENTER CREEK RD,FOREST GROVE,97116,,0
OR-W-21393,MOUNTAIN BUBBLES INC,Cascade Lakes Brewing Company,2141 SW 1ST ST,REDMOND,97756,,0
OR-W-21394,THE CASCADIA COMPANY LLC,Cascadia Vineyards & Winery,8489 REDWOOD HWY,WILDERVILLE,97543,,0
OR-W-21395,"BLACK WALNUT, LLC",Black Walnut Inn and Vineyard,9600 NE WORDEN HILL RD,DUNDEE,97115,YANHILL,0
OR-W-21396,"RED HILLS CELLARS, LLC",Red Hills Cellars,2190 JOSEPH ST,MEDFORD,97501,JACKSON,0
OR-W-21397,GR VINEYARDS LLC,,3217 COLE RD,OAKLAND,97462,,0
OR-W-21398,MEADOWS ESTATES FARM AND VINEYARD LLC,Meadows Estate Vineyard and Winery,175 HOGAN RD,OAKLAND,97462,DOUGLAS,0
OR-W-21399,URBAN BLENDZ LLC,Urban Blendz,2405 NE DIAMOND LAKE BLVD STE 120,ROSEBURG,97470,DOUGLAS,0
OR-W-21400,"KRISTIN HILL WINERY, INC..",Kristin Hill Winery,3330 SE AMITY DAYTON HWY,AMITY,97101,YAMHILL,0
OR-W-21402,"BELLE COLLINE VINEYARD, LLC",Anacreon Winery,17550 NE DOPP RD,NEWBERG,97132,YAMHILL,0
OR-W-21403,HUNEEUS WINES LLC,BENTON-LANE WINERY,23924 TERRITORIAL HWY,MONROE,97456,BENTON,0
OR-W-21404,"BLOCK 15 BREWING COMPANY, INC.",Block 15 Brewing Co.,300 SW JEFFERSON AVE,CORVALLIS,97333,BENTON,0
OR-W-21405,JOHN W REGER JR.,BoyDog Ranch and Vineyards,34094 SW LADD HILL RD,WILSONVILLE,97070,CLACKAMAS,0
OR-W-21406,"BLOCK 15 BREWING COMPANY, INC.",Block 15 Brewing Co,3415 SW DESCHUTES,CORVALLIS,97333,BENTON,0
OR-W-21407,"MAC & SID WINE ENTERPRISE, LLC",King's North,27200 NE BELL RD,NEWBERG,97132,YAMHILL,0
OR-W-21408,BALTIC PORTER WORKS LLC,Full Glass Wine,239 SE 5TH ST,DUNDEE,97115,YAMHILL,0
OR-W-21409,"REVEREND NAT'S HARD CIDER, LLC",Reverend Nat's Hard Cider,2425 SE 35TH PL,PORTLAND,97214,MULTNOMAH,0
OR-W-21410,JUNICHI FUJITA LLC,,20901 SW VINEYARD LN,MCMINNVILLE,97128,,0
OR-W-21411,ANGELA INVESTMENTS LLC,Abbott Claim,11011 NE BAYLISS RD,CARLTON,97111,,0
OR-W-21413,"VILLA CATALANA CELLARS, LLC",,11900 S CRITESER RD,OREGON CITY,97045,,0
OR-W-21414,SIMONI FAMILY VINEYARDS LLC,Simoni Family Vineyards,22711 NE LAUGHLIN RD,GASTON,97119,WASHINGTON,0
OR-W-21415,DOWNRIGHT WINE LLC,Maloof Wines,6200 NW GALES CREEK RD,FOREST GROVE,97116,WASHINGTON,0
OR-W-21416,ZIMMEL CODE CELLARS LLC,Cerebella Cellars,30 SW EMIGRANT AVE,PENDLETON,97801,UMITLLA COUNTY,0
OR-W-21417,WILSON DANIELS LLC,Wilson Daniels LLC,801 N SCOTT ST,CARLTON,97111,,0
OR-W-21418,ABUNDANCIA VINEYARDS LLC,Abundancia Vineyards,40652 SW WITHYCOMBE,GASTON,97119,WASHINGTON,0
OR-W-21420,"ZIMRI CELLARS, LLC",ZIMRI CELLARS,14000 NE QUARRY RD,NEWBERG,97132,,0
OR-W-21421,YAMTUNK LLC,Chateau Deluxe Wines,19980 NE RIBBON RIDGE RD,NEWBERG,97115,YAMHILL,0
OR-W-21422,RACHEL SCHATZ,Rainhaven,37246 S BLUE RD,MOLALLA,97038,,0
OR-W-21423,"ONE LOVE CELLARS, LLC",One Love Cellars,4736 MARION HILL RD,TURNER,97392,MARION,0
OR-W-21424,SUZIES BREWERY COMPANY,Suzie's Brewery Company,912 AIRPORT RD,PENDELTON,97801,UMATILLA,0
OR-W-21426,DUSKY GOOSE LLC,Dusky Goose,8355 NE WARREN RD,DUNDEE,97115,YAMHILL,0
OR-W-21427,ROBERT FARRIS,Farris Vineyards,2783 ROGUE RIVER HWY HWY,GOLDHILL,97525,JACKSON,0
OR-W-21428,"VINTAGE 98, LLC",A Blooming Hill Vineyard & Winery,5195 SW HERGERT RD,CORNELIUS,97113,WASHINGTON,0
OR-W-21429,LAI-JIN ELIZABETH WAN,VinoVerse Consulting,966 SW 6TH ST,GRANTS PASS,97526,JOSEPHINE,0
OR-W-21430,WINDFALL VINEYARDS LLC,Aubaine,100 E WASHINGTON ST,CARLTON,97111,,0
OR-W-21431,WYRD LEATHERWORKS AND MEADERY LLC,,4515 SE 41ST AVE,PORTLAND,97202,MULTNOMAH,0
OR-W-21432,EAGLES NEST RESERVE LLC,Eagles Nest Reserve Vineyard and Winery,12995 NW BISHOP RD,HILLSBORO,97124,WASHINGTON,0
OR-W-21433,"ANKENY VINEYARD WINERY, LLC",Ankeny Vineyard Winery,2565 RIVERSIDE RD,SALEM,97306,,0
OR-W-21434,"FERNBROOK VINEYARDS, LLC",Fernbrook Vineyards,1861 SW TURNER RD,WEST LINN,97068,CLACKAMAS,0
OR-W-21435,CAROLA WINES LLC,Carola Wines,251 NEHALEM BLVD UNIT D,WHEELER,97147,TILLAMOOK,0
OR-W-21436,"FOSSIL & FAWN, LLC",Fossil & Fawn,6200 NW GALES CREEK RD,FOREST GROVE,97116,WASHINGTON,0
OR-W-21437,SEATTLE MEAD COMPANY LLC,Seattle Mead Company,501 S PACIFIC HWY W,RICKREALL,97371,POLK,0
OR-W-21438,X NOVO LLC,X NOVO,6655 SPRING VALLEY RD NW,SALEM,97304,POLK,0
OR-W-21439,ANCHOR VALLEY LLC,,2200 PINE GATE WAY BLDG 3,WHITE CITY,97503,JACKSON,0
OR-W-21440,"CASCADE REAL ESTATE INVESTMENT PARTNERS, LLC",Sherwood Hills Winery,17404 SW PARRETT MOUNTAIN RD,SHERWOOD,97140,,0
OR-W-21441,DRINKING WINES LLC,Drinking Wines,1722 SW HIGHWAY 18 STE C,MCMINNVILLE,97128,,0
OR-W-21442,OPEN FACE WINES LLC,Open Face Wines,701 E BURNSIDE ST,PORTLAND,97214,MULTNOMAH,0
OR-W-21443,"AMATERRA, LLC",Amaterra,8150 SW SWEDE HILL DR,PORTLAND,97225,WASHINGTON,0
OR-W-21444,"ROSE & ARROW, LLC",Rose & Arrow Estate,1445 NE MILLER ST BLDG B STS 1-4,MCMINNVILLE,97128,YAMHILL,0
OR-W-21445,LANDMASS WINES LLC,Landmass Wines,19980 NE RIBBON RIDGE RD,NEWBERG,97132,,0
OR-W-21446,IDYLL ACRES LLC,,7017 STAYTON RD SE,STAYTON,97383,,0
OR-W-21447,"ALANNE VINEYARD, LLC",,2956 GRIFFIN CREEK RD,MEDFORD,97501,JACKSON,0
OR-W-21448,"OREGON'S BEST WINE, LLC",Lanphere Cellars,26444 NE BUTTEVILLE RD STE 200-300,AURORA,97002,MARION,0
OR-W-21449,RICOCHET WINE COMPANY LLC,Ricochet,1421 NE ALPHA DR,MCMINNVILLE,97128,YAMHILL,0
OR-W-21450,"HESTER FAMILY PROPERTIES, LLC",Deer Creek Vineyards,2680 DEER CREEK RD,SELMA,97538,JOSEPHINE,0
OR-W-21451,ADEGA LLC,Adega,4855 SE 18TH AVE,PORTLAND,97202,MULTNOMAH,0
OR-W-21452,"BLACK MAGNOLIA HOLDING COMPANY, LLC",WOODSHED WINE COMPANY,9820 NE WORDEN HILL RD,DUNDEE,97115,YAMHILL,0
OR-W-21453,"SUSAN'S VINEYARD, LLC",Susan's Vineyard,841 SKELLY RD,YONCALLA,97499,,0
OR-W-21454,"EBONY WINES, LLC",White Walnut Estate,18900 NE TRUNK RD,DUNDEE,97115,YAMHILL,0
OR-W-21455,"SILVER OAK WINE CELLARS, LLC",,19926 NE FAIRVIEW DR,DUNDEE,97115,YAMHILL,0
OR-W-21456,"PRIVE PROPERTIES, LLC",Prive Vineyard,28155 NE BELL RD,NEWBERG,97132,YAMHILL,0
OR-W-21457,VITAE SPRINGS VINEYARD LLC,,3675 VITAE SPRINGS RD S,SALEM,97306,MARION,0
OR-W-21458,ODIN'S BEARD MEADERY LLC,Odin's Beard Meadery,18601 RIVERWOOD RD,DUNDEE,97115,,0
OR-W-21459,RICKY WINE LLC,Ricky Wine,850 N GREENWOOD RD,RICKREALL,97371,,0
OR-W-21460,"TRAVERS U.S., INC.",Travers,250 36TH ST STE 200,ASTORIA,97103,CLATSOP,0
OR-W-21461,TRIFECTA  LIBATIONS LLC,,16506 SE 362ND AVE STE B,SANDY,97009,CLACKAMAS,0
OR-W-21462,MPL BRANDS NV INC.,,506 COLUMBIA ST,HOOD RIVER,97031,,0
OR-W-21463,SUMMERFIELD VINEYARDS LLC,Summerfield Vineyards,34386 MATHEWS RD,EUGENE,97405,LANE,0
OR-W-21464,ATTHEWIRE LLC,Lytle-Barnett,100 E WASHINGTOM ST,CARLTON,97111,YAMHILL,0
OR-W-21465,"SILVER MOON BREWING, INC.",Silver Moon Brewing,2095 SW BADGER AVE,REDMOND,97756,DESCHUTES,0
OR-W-21466,VERITAS WINES LLC,Stem Wine Bar,3920 N MISSISSIPPI AVE,PORTLAND,97227,MULTNOMAH,0
OR-W-21467,PARADIS VINEYARDS LLC,Paradis Vineyards,17627 ABIQUA RD NE,SILVERTON,97381,MARION,0
OR-W-21468,RUNNING DOGS BREWERY LLC,Running Dogs Brewery,34966 ROBERTS LN,ST. HELENS,97051,COLUMBIA,0
OR-W-21470,"SIDE A BREWING, LLC",Side A Brewing,10705 S WALTON RD,ISLAND CITY,97850,UNION,0
OR-W-21471,LONGPLAY WINE LLC,Longplay,888 S INDUSTRIAL PKWY,NEWBERG,97132,YAMHILL,0
OR-W-21472,HAAKON LENAI WINERY LLC,Haakon Lenai,1200 N 99 W.,DUNDEE,97115,YAMHILL,0
OR-W-21473,STREBIN ESTATE VINEYARD LLC,Strebin Estate Vineyard,28245 SE DIVISION,TROUTDALE,97060,MULTNOMAH,0
OR-W-21474,VERACITY SPIRITS LLC,Water Hill Wine,140 NE HILL ST,ALBANY,97321,LINN,0
OR-W-21475,"ASTRAL VINEYARDS, LLC",Compris Vineyard,17425 NE HILLSIDE DR,NEWBERG,97132,YAMHILL,0
OR-W-21476,"COLUMBIA HILLS WINERY, LLC",Jacob Williams Winery,232 NE THIRD ST,MCMINNVILLE,97128,YAMHILL,0
OR-W-21477,LANDMASS WINES LLC,Landmass Wines,3315 SE 19TH AVE STUDIO E,PORTLAND,97202,MULTNOMAH,0
OR-W-21478,"AIYANA WINERY, LLC",Mongata Winery,81768 SOUTH FORK WALLA WALLA RIVER RD,MILTON FREEWATER,97862,UMITILLA,0
OR-W-21479,MCKENZIE CREST WINES LLC,,6112 MAIN ST UNIT 5 AND 6,SPRINGFIELD,97478,LANE,0
OR-W-21480,"KAISER BREWING COMPANY, LLC",Kaiser Brewing Company,1607 HAWTHORNE ST,FOREST GROVE,97116,WASHINGTON,0
OR-W-21481,CHOSEN WINES LLC,Chosen Wines,18830 NE WILLIAMSON RD,NEWBERG,97132,YAMHILL,0
OR-W-21482,ANNE HUBATCH - VINTNER LLC,Helioterra Wines,2025 SE 7TH AVE,PORTLAND,97214,MULTNOMAH,0
OR-W-21483,"WILLO, INC.",Ancient Cellars/Chris Baker Wines,22350 MAGNESS RD NW,SALEM,97304,YAMHILL,0
OR-W-21484,"DE GARDE BREWING, INC",de Garde Cellars,114 IVY AVE,TILLAMOOK,97141,TILLAMOOK,0
OR-W-21486,WANDERLUST VINEYARD INC.,,1000 KUBLI RD,GRANTS PASS,97527,JACKSON,0
OR-W-21487,DUSKY GOOSE LLC,Dusky Goose,801 N SCOTT ST,CARLTON,97111,,0
OR-W-21488,"LEFT COAST CELLARS, LLC",Left Coast Estate,,RICKREALL,97371,POLK,0
OR-W-21489,"ORCHARD HOUSE VINEYARD AND WINES, LLC",Iterum,8175 BUENA VISTA RD,INDEPENDENCE,97351,POLK,0
OR-W-21490,DIVINE WINES LLC,,915 N MAIN ST STE 2,INDEPENDENCE,97351,POLK,0
OR-W-21491,CELESTIAL HILL VINEYARD LLC,Celestial Hill Vineyard,1970 NW GARRIS LN,MCMINNVILLE,97128,YAMHILL,0
OR-W-21492,"Z HAUS, LLC",,5716 SE 92ND AVE,PORTLAND,97266,MULTNOMAH,0
OR-W-21493,"PONZI VINEYARDS, LLC",,19500 SW MOUNTAIN HOME RD,SHERWOOD,97140,WASHINGTON,0
OR-W-21494,CRAIG COELHO,Cogumelo Winery,2257 ABEGG RD,MERLIN,98753,JOSEPHINE,0
OR-W-21495,ETZEL HOLDINGS LLC,The Etzel Farm,14865 NE NORTH VALLEY RD,NEWBERG,97132,YAMHILL,0
OR-W-21496,PETIT CLOS LLC,Petit Clos,2915 NE MLK BLVD STE A & B,PORTLAND,97212,,0
OR-W-21497,WEATHEREYE LLC,WeatherEye,52274 PLEASANT VIEW RD,MILTON FREEWATER,97862,UMITILLA,0
OR-W-21498,NICHOLAS FAMILY VINEYARDS LLC,LucidWild Estate,9380 NE WORDEN HILL RD,DUNDEE,97115,YAMHILL,0
OR-W-21499,DHF HOLDINGS INC,North Valley Vineyards,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21502,BELLINGER MEADERY LLC,Bellinger Meadery,8451 S 97 HWY,REDMOND,97756,,0
OR-W-21503,"ATTICUS WINE, LLC",Atticus Wine,18700 SW HILLSBORO HWY,NEWBERG,97132,,0
OR-W-21505,VIOLA ORCHARDS LLC,,21278 S MATTOON RD,ESTACADA,97023,,0
OR-W-21506,"ARABILIS, LLC",Arabilis Wines,1245 NE ALPHA DR UNIT 4E,MCMINNVILLE,97128,YAMHILL,0
OR-W-21507,"N3M VINEYARDS & WINERY, LLC",Division Wines,2005 SE 8TH AVE,PORTLAND,97214,MULTNOMAH,0
OR-W-21509,ORAN MOR ARTISAN MEAD LLC,Oran Mor Artisan Meadery,305 MELROSE RD,ROSEBURG,97471,DOUGLAS,0
